bounceRate,uniquePageviews,avgTimeOnPage,sale_class,year,asking_price,Month(date_added),weekday(date_added),dayOfMonth(date_added),daysOnWeb
0,7,225.714285714286,Used,2017,46793,4,2,4,106
100,9,93,Used,2007,8995,7,4,20,4
0,9,38.1428571428571,Used,2017,46793,5,1,29,49
0,9,174.666666666667,Used,2018,39995,8,4,3,13
0,9,66.3333333333333,Used,2015,9995,8,3,16,8
0,7,150.714285714286,Used,2017,19995,9,4,7,15
100,7,51.6666666666667,New,2018,38598,6,2,20,7
100,8,99.6666666666667,New,2018,40278,4,2,4,161
0,6,515,New,2018,27543,8,3,9,22
0,8,64.4,New,2018,47643,4,2,4,174
0,7,43.1666666666667,New,2018,51443,4,2,4,244
0,7,38.1428571428571,New,2018,29833,6,0,4,211
0,8,57.375,New,2018,29833,6,0,4,71
0,6,477.2,New,2018,29833,6,5,16,96
100,7,68.5,Used,2015,22995,6,5,16,12
100,8,76.25,Used,2016,15995,4,2,4,97
100,7,110.5,New,2018,30628,4,2,4,180
0,7,140,New,2018,23958,6,5,16,125
0,8,26.3333333333333,New,2018,60028,4,2,4,302
0,8,42,New,2019,20143,1,1,15,10
0,8,129.666666666667,New,2019,43298,11,5,10,61
0,7,36.6666666666667,New,2019,39233,11,5,10,21
0,8,91.4285714285714,New,2019,36578,10,5,27,92
0,8,185.25,New,2019,21998,1,1,8,10
0,6,89.1428571428571,Used,2018,26995,4,2,4,83
0,8,90.3333333333333,Used,2012,16995,7,1,24,10
0,6,33,New,2017,28133,4,2,4,91
0,6,35.4,New,2018,34643,10,5,27,55
100,7,0,New,2018,44598,8,2,15,7
0,4,164,New,2018,44598,11,3,1,4
0,6,705.5,New,2018,46793,4,2,4,251
66.6666666666667,7,463.333333333333,New,2018,44843,4,2,4,167
0,4,186.142857142857,New,2018,43928,10,5,6,58
0,6,53.8,New,2018,25133,6,3,14,81
0,7,93.1428571428571,New,2018,34633,8,4,3,153
100,7,85.2,New,2018,32778,5,3,10,182
50,7,53.5,Used,2016,28995,9,1,25,6
100,6,70,New,2018,39870,5,3,10,173
100,7,33.5,New,2018,30628,4,3,19,163
0,7,358.6,Used,2013,15888,11,3,1,3
0,5,38.1666666666667,New,2018,23043,4,2,4,189
0,7,102.75,New,2018,22558,6,3,28,131
0,5,158.5,New,2018,22393,8,4,3,88
0,6,55,New,2018,70493,4,2,4,216
0,5,402.25,New,2018,69943,6,5,9,118
0,7,47.1666666666667,New,2018,21698,11,3,1,18
0,4,43.7142857142857,New,2019,25543,1,1,8,25
0,6,21.6,New,2019,43598,11,5,24,44
0,7,45.2857142857143,New,2019,45298,11,5,24,52
0,4,12,New,2019,45298,12,4,28,17
0,7,32.1666666666667,New,2019,45298,1,3,10,21
0,6,254.333333333333,New,2019,29343,10,5,27,33
0,6,18,New,2019,28043,12,3,13,56
0,5,91.2,Used,2013,14995,6,0,4,27
0,5,244.833333333333,Used,2017,18995,5,3,10,73
0,5,324.6,Used,2007,6995,9,1,18,8
0,6,176.5,New,2018,34778,4,2,4,180
0,5,55.5,New,2018,38275,5,3,10,199
0,5,122,New,2018,37778,7,3,19,147
0,6,41.75,New,2018,134750,5,1,29,49
0,5,26.4,New,2018,20278,6,2,27,5
100,6,0,New,2018,20278,9,4,14,7
0,6,276.2,New,2018,46793,4,2,4,156
0,5,27.3333333333333,New,2018,46878,4,2,4,193
0,6,93.5,Used,2014,26995,6,3,28,24
0,6,134.5,Used,2017,29995,4,2,4,106
0,6,39,New,2018,34383,4,2,4,174
0,5,84.5,New,2018,26598,4,2,4,111
0,6,23,New,2018,27798,5,1,29,153
100,6,51.5,New,2018,29833,6,5,9,222
0,5,52,New,2018,27333,9,4,21,41
100,6,35.4,New,2018,33028,4,2,4,221
0,6,96.25,New,2018,36378,4,0,16,213
0,6,120.5,New,2018,36543,4,1,24,207
50,5,199,New,2018,39378,6,3,14,50
0,2,59.3333333333333,New,2018,28443,7,4,13,48
0,5,84.5,New,2018,23093,5,1,29,134
0,6,72.4,New,2018,66743,4,2,4,289
0,5,642.75,New,2019,45298,10,1,16,16
66.6666666666667,6,15,New,2019,43298,11,2,7,60
0,5,51,New,2019,43133,11,4,23,22
0,6,67.3333333333333,New,2019,29793,10,5,27,68
100,6,17,New,2019,30043,11,1,20,33
0,5,169.333333333333,Used,2014,26995,5,1,29,27
0,6,27.75,Used,2018,40995,11,0,26,5
100,4,34,New,2017,16748,4,2,4,100
0,5,119,Used,2016,22995,9,5,8,20
0,5,61.6,New,2018,39078,8,4,24,66
0,5,54.3333333333333,New,2018,23493,8,4,3,8
100,5,106.666666666667,New,2018,44598,7,4,13,5
0,4,91,New,2018,44598,8,4,17,9
0,4,66.75,New,2018,42033,8,4,24,8
0,5,16.2,New,2018,44678,4,2,4,150
0,4,128.75,Used,2007,15995,9,1,18,4
0,4,164.5,New,2018,46878,4,2,4,193
0,5,147.666666666667,New,2018,44093,4,2,4,195
0,5,53.75,New,2018,44037,5,3,10,156
0,5,57,Used,2016,31995,12,4,28,6
0,4,238,Used,2015,31995,6,0,4,27
0,5,87.4,New,2018,34633,6,0,4,102
0,5,42.75,New,2018,29833,6,3,28,166
0,4,40,New,2018,29833,7,2,11,136
0,5,44.25,New,2018,24998,7,5,14,50
0,4,48.6666666666667,New,2018,27333,8,3,23,100
0,4,46.2,Used,2007,8995,6,0,4,20
0,5,87,New,2018,38528,4,2,4,215
0,5,166.25,New,2018,30378,5,3,10,127
0,5,41.4,New,2018,39778,4,5,21,122
0,4,48.75,New,2018,35678,5,1,29,95
0,5,11,New,2018,39378,6,5,16,61
0,5,22,New,2018,39878,6,4,29,35
0,5,18,New,2018,39378,1,1,29,2
0,5,185.333333333333,New,2018,22258,6,2,20,134
0,5,313,New,2018,22258,6,4,29,125
0,5,33.75,New,2018,60028,4,2,4,240
0,4,294.75,New,2018,38840,4,2,4,150
0,5,3,New,2019,38698,10,3,11,40
0,5,29,New,2019,38998,10,3,11,23
0,5,960,New,2019,38833,10,3,25,33
0,5,80.3333333333333,New,2019,45298,11,1,20,28
0,4,12.3333333333333,New,2019,43298,11,5,24,52
100,5,10,New,2019,45298,12,1,18,22
0,5,133,New,2019,43133,1,3,10,19
0,4,58,New,2019,40466,10,5,6,87
100,4,284.75,New,2019,39966,10,3,11,84
100,5,289,New,2019,37031,10,1,16,46
100,4,15,New,2019,36743,11,3,1,85
0,3,290,Used,2015,11995,7,5,7,1
0,5,162.5,Used,2015,25995,8,1,14,2
0,5,32.4,Used,2017,18995,4,2,4,106
0,5,128,Used,2017,38900,4,2,4,132
0,5,101,Used,2017,15995,10,2,3,23
100,5,67.5,Used,2016,25991,12,5,1,7
0,4,73.25,Used,2016,25995,12,5,1,4
0,3,39.5,New,2017,46628,6,2,6,23
0,1,39,New,2018,31443,5,1,29,36
0,3,71,New,2018,34943,7,5,14,24
0,4,204.75,New,2018,34643,10,5,27,96
0,3,17.3333333333333,Used,2013,22995,1,5,12,1
0,3,204.5,New,2018,25228,6,4,29,2
0,3,431.666666666667,New,2018,20278,6,4,29,6
100,4,0,New,2018,25228,7,5,7,10
100,3,37.6666666666667,New,2018,23178,8,5,11,4
0,3,157,New,2018,23178,9,4,21,13
0,3,35.6666666666667,New,2018,23493,12,5,1,6
0,4,27,New,2018,44598,7,3,12,8
100,4,114.5,New,2018,42033,9,3,6,7
0,4,77.75,New,2018,44598,9,3,13,12
100,3,516.5,New,2018,42198,9,4,14,15
100,4,15,New,2018,44843,4,2,4,182
0,4,42,Used,2015,30888,1,1,29,0
0,3,240.666666666667,New,2018,28843,8,2,29,37
0,4,49.25,New,2018,48393,4,2,4,205
100,4,11.5,Used,2012,14995,9,1,25,7
0,4,270.666666666667,New,2018,51443,4,2,4,239
0,4,76.5,New,2018,47643,4,2,25,195
0,4,36.5,New,2018,26783,4,2,4,157
0,4,11.6666666666667,New,2018,29998,4,4,20,195
0,3,22.6666666666667,New,2018,29833,5,2,9,167
0,4,285.333333333333,New,2018,29833,5,3,10,145
0,4,47.5,New,2018,29698,6,0,4,136
0,4,38.5,New,2018,34633,8,4,3,103
0,4,80.3333333333333,New,2018,39278,4,2,4,169
0,4,142,New,2018,39278,4,2,4,110
0,4,382,New,2018,39278,4,2,4,141
0,3,216.5,New,2018,34493,4,2,4,165
0,4,71.3333333333333,Used,2005,0,7,6,22,2
0,4,11.5,New,2018,39378,5,1,29,66
0,4,106.5,New,2018,39878,6,0,4,89
0,4,61.6666666666667,New,2018,39543,6,2,20,44
0,4,41.6666666666667,New,2018,30778,7,6,22,100
0,4,29.5,New,2018,33243,10,3,4,28
0,4,21.5,New,2018,23658,7,3,19,128
0,3,30.75,New,2018,57393,4,2,4,232
0,2,624,New,2018,60028,4,2,4,210
0,4,308,New,2018,66578,4,2,25,260
0,4,52.25,New,2018,20533,7,5,7,17
0,3,99.75,New,2018,20298,7,2,25,13
0,3,143,New,2019,17733,1,2,23,5
100,4,682.5,New,2019,20443,12,4,28,6
0,4,114,New,2019,42898,10,5,27,37
0,4,8.66666666666667,New,2019,43298,11,5,10,61
0,4,11.5,New,2019,43298,12,4,7,39
0,3,28.3333333333333,New,2019,33798,1,2,16,9
0,4,21.6666666666667,New,2019,40466,10,2,3,86
0,3,634,New,2019,36578,11,3,8,84
0,4,15.5,Used,1989,0,8,4,17,1
0,2,88,Used,2008,9995,6,1,26,1
0,4,127.25,Used,2017,36995,8,3,23,22
0,3,80,Used,2018,28995,9,4,7,22
0,4,37.5,Used,2018,39995,9,4,7,9
0,3,51.3333333333333,New,2017,46793,6,2,6,28
0,3,178.5,New,2017,43745,4,2,4,91
0,3,97,New,2018,40278,4,5,7,128
0,3,34.3333333333333,New,2018,44433,8,3,9,6
0,3,94,New,2018,44598,9,5,1,4
0,3,60,New,2018,44598,9,5,22,5
0,3,57.5,New,2018,46793,4,2,4,169
0,3,35,New,2018,44843,4,2,4,211
0,3,42,New,2018,43678,4,2,4,185
0,3,14.5,New,2018,44928,4,1,24,162
100,3,55,New,2018,44093,8,4,3,115
0,3,1117,New,2018,46878,12,4,28,12
0,3,19,New,2018,29293,7,1,24,10
0,3,0,New,2018,29293,9,5,8,23
0,3,550,New,2018,29833,5,2,9,119
0,3,93,New,2018,29833,6,0,4,116
0,3,15,New,2018,32733,6,2,27,57
100,3,19,New,2018,29833,7,2,11,192
0,3,0,New,2018,34798,7,4,13,97
100,3,38,New,2018,25133,7,3,19,53
0,3,64.3333333333333,Used,2014,16995,9,2,19,6
100,3,32,New,2018,34633,7,2,25,83
0,3,12,New,2018,34633,8,4,3,137
0,3,498,New,2018,27333,8,4,3,19
0,3,54,New,2018,25133,8,2,15,6
0,2,14,New,2018,39193,4,3,5,204
0,3,52,Used,2015,22995,5,1,15,44
0,2,77,Used,2017,23995,6,3,7,18
0,2,42,Used,2018,25995,6,3,28,142
66.6666666666667,3,181,New,2018,39278,4,2,4,176
0,3,80.3333333333333,Used,2011,15995,8,2,22,3
0,2,115.666666666667,New,2018,40043,7,2,11,83
100,3,0,New,2018,35678,7,3,12,82
0,3,150.5,New,2018,22258,7,3,19,103
0,3,113.333333333333,New,2018,23793,8,5,11,95
0,3,47.6666666666667,New,2018,60028,4,2,4,111
0,3,47.3333333333333,New,2018,60193,4,2,4,215
0,3,317,New,2018,62378,8,5,11,6
0,2,58.6666666666667,New,2018,20698,8,5,11,3
0,3,53,New,2018,20533,10,3,4,8
0,3,219,New,2019,38833,10,1,16,9
0,3,9,New,2019,45133,10,5,20,10
0,3,94,New,2019,43298,11,4,30,43
0,3,264.333333333333,New,2019,43298,1,1,1,13
0,3,22.5,New,2019,43298,1,3,10,22
100,3,368,New,2019,29793,10,5,27,42
0,3,158,New,2019,40131,10,3,4,28
0,3,190.666666666667,New,2019,31378,12,4,7,27
0,3,11,New,2019,40178,1,1,1,31
0,3,35,Used,2008,14995,7,3,12,5
0,3,137.333333333333,Used,2017,46793,4,2,4,92
0,3,35.5,Used,2011,12995,2,2,6,0
100,3,58,Used,2014,19995,7,6,1,3
0,2,13.5,Used,2008,4995,6,4,29,1
0,3,10.5,Used,2005,0,7,5,14,3
0,3,43.5,Used,2018,19995,10,2,3,23
0,3,8,Used,2018,19995,10,2,3,8
100,3,0,Used,2016,19888,12,5,8,3
0,1,53,New,2017,46628,6,2,6,23
0,2,9,Used,1996,0,7,6,22,2
0,1,899.5,New,2018,17823,10,5,20,3
0,2,83,New,2018,17373,10,1,23,7
0,2,14.5,Used,2007,0,8,1,14,2
0,2,42,New,2018,23043,9,3,6,6
0,2,12,New,2018,23493,9,5,15,7
0,2,21,Used,2001,0,8,1,7,1
0,2,322,New,2018,44598,6,5,16,7
0,2,0,New,2018,44433,7,5,7,6
0,2,56.5,New,2018,44598,8,4,24,8
0,2,0,New,2018,42198,9,5,8,5
0,2,5,Used,2011,15995,8,3,30,2
0,2,9.5,New,2018,44093,4,2,4,151
0,2,2.5,New,2018,44093,4,1,10,160
0,2,0,New,2018,46878,4,0,16,157
0,2,36.5,Used,2016,33888,9,1,25,1
0,2,25.5,New,2018,44093,10,3,11,67
0,2,63,New,2018,29293,5,2,2,61
0,2,154,New,2018,29293,8,3,9,6
0,2,87,New,2018,29710,10,2,3,13
0,2,80,New,2018,29710,10,1,16,15
0,2,25,New,2018,48228,4,2,4,161
0,2,300.5,New,2018,51028,4,2,4,202
50,2,96,New,2018,48228,4,2,4,154
100,2,67,New,2018,47478,5,3,10,137
0,2,63.5,New,2018,51443,4,2,4,146
0,2,4,New,2018,29833,5,3,10,118
0,2,46,New,2018,27333,6,0,4,60
0,2,265,New,2018,32733,6,2,13,51
100,2,331,New,2018,29698,6,3,14,141
0,2,34,New,2018,29833,6,5,23,90
0,2,0,New,2018,27198,6,4,29,35
0,2,33,New,2018,29833,7,2,11,74
0,2,141,New,2018,29833,7,3,19,141
0,2,118.5,New,2018,34633,8,4,3,116
0,2,21,New,2018,22433,10,1,30,2
0,1,28,New,2018,36128,4,2,4,178
0,1,34,Used,2015,14995,8,3,30,2
0,2,29,New,2018,36128,4,2,4,162
0,1,50,New,2018,33028,4,2,4,134
0,2,22,New,2018,33028,4,2,4,167
0,2,257,New,2018,36543,4,1,10,172
100,2,34,New,2018,34493,4,4,13,141
0,2,50,New,2018,38778,4,0,16,162
0,2,18,New,2018,38943,4,3,19,160
0,2,98,New,2018,35578,4,3,19,134
0,2,0,Used,2015,22995,11,4,30,1
0,2,118.5,New,2018,39543,6,3,28,96
0,2,43,New,2018,30778,7,5,7,102
0,2,0,New,2018,28578,7,5,7,41
0,2,0,New,2018,39878,7,5,14,80
0,2,146,New,2018,28578,8,3,9,23
100,2,92,Used,2010,13995,8,4,24,2
0,2,37,New,2018,34543,8,1,21,42
0,2,388.5,Used,2012,0,8,1,14,2
0,2,23,New,2018,22343,4,5,14,139
0,2,293,New,2018,23793,6,2,20,108
0,1,30,New,2018,23258,7,3,12,68
0,1,202.5,Used,2015,16888,11,4,9,1
0,2,72,New,2018,60278,4,2,4,253
0,2,63,New,2018,70403,6,5,30,34
0,1,14.5,New,2019,38443,12,2,12,3
0,2,313.5,New,2019,33643,12,2,12,7
0,2,197,New,2019,38833,10,3,25,22
0,2,8,New,2019,45298,11,3,8,23
0,2,17.5,New,2019,45298,12,2,19,15
0,2,44,New,2019,33578,10,1,2,30
0,2,135.5,New,2019,28943,10,3,25,37
0,2,52,New,2019,39678,11,3,1,49
0,2,16,New,2019,33743,11,3,1,63
0,2,20.5,New,2019,28943,11,2,7,50
0,2,0,New,2019,31543,11,5,24,40
0,2,0,New,2019,49048,8,3,9,3
0,2,16.5,Used,2008,9995,7,1,10,1
0,2,18,Used,2006,0,8,1,14,2
0,2,22,Used,2016,35995,6,1,26,2
0,2,22,Used,2002,60000,6,2,27,1
0,1,0,Used,2018,27995,9,4,7,13
0,1,0,New,2017,46628,6,2,6,23
0,1,23,New,2017,46878,6,2,6,28
0,1,10,Used,2014,0,11,3,1,1
0,1,39,New,2017,51293,9,3,27,20
0,1,0,New,2017,40833,9,3,27,20
0,1,30,New,2018,17773,10,2,24,4
0,1,0,Used,1999,4995,2,2,6,0
0,1,52,Used,2009,0,9,5,1,1
0,1,4,New,2018,25228,6,2,27,1
0,1,85,Used,2000,0,9,4,21,1
0,1,70,New,2018,23493,10,3,4,2
0,1,61,New,2018,44598,6,2,20,5
0,1,171,New,2018,42033,6,5,23,1
0,1,5,Used,2008,16995,7,4,20,1
0,1,10,New,2018,44598,7,5,14,6
0,1,0,New,2018,42033,8,4,24,3
0,1,12,New,2018,42033,9,3,6,3
0,1,217,New,2018,44298,9,3,6,2
0,1,9,New,2018,42198,9,3,6,8
0,1,0,New,2018,44433,9,4,14,3
0,1,25,New,2018,44598,10,2,10,2
0,1,0,New,2018,44678,4,2,4,177
0,1,4,New,2018,46793,4,2,4,150
0,1,43,Used,2011,22995,6,3,7,16
0,1,19,Used,2005,0,7,2,18,2
0,1,0,Used,2013,14888,1,1,22,5
0,1,23,New,2018,48875,4,2,4,128
0,1,9,New,2018,43928,4,2,25,118
0,1,0,New,2018,44928,5,1,29,152
0,1,0,Used,2014,18888,10,1,30,1
0,1,4,New,2018,46878,8,5,4,58
0,1,1185,New,2018,47043,10,5,20,2
0,1,0,New,2018,43928,10,3,25,24
100,1,0,New,2018,44093,12,4,14,40
0,1,0,New,2018,46878,12,4,28,1
0,1,0,New,2018,37143,4,2,4,140
0,1,281,New,2018,29293,6,2,27,13
0,1,188,New,2018,27543,8,3,30,13
0,1,0,New,2018,29710,10,2,3,19
0,1,0,New,2018,48228,4,2,4,179
0,1,19,New,2018,51193,4,2,4,132
0,1,55,New,2018,48393,4,2,4,169
0,1,0,Used,2014,23995,2,4,1,1
0,1,52,New,2018,47478,4,2,4,184
0,1,57,New,2018,51278,4,4,13,251
0,1,0,Used,2015,24995,8,4,17,1
0,1,37,New,2018,48643,7,5,14,25
0,1,184,Used,2016,13995,5,1,29,27
0,1,0,New,2018,29833,4,5,21,80
0,1,64,New,2018,29998,4,5,28,103
0,1,0,New,2018,27798,5,1,29,66
0,1,20,New,2018,27798,5,1,29,139
0,1,115,New,2018,29833,5,1,29,132
0,1,44,New,2018,25133,6,0,4,60
0,1,23,New,2018,32733,6,5,23,57
0,1,32,New,2018,32733,6,3,28,63
0,1,0,New,2018,32733,6,5,30,63
0,1,34,New,2018,34633,7,2,11,118
0,1,0,New,2018,27333,7,4,13,49
0,1,0,New,2018,34633,7,4,13,77
0,1,0,New,2018,27198,8,4,3,19
0,1,0,New,2018,27333,8,4,3,25
0,1,79,New,2018,25133,9,3,6,3
0,1,13,Used,2007,8995,8,2,29,2
0,1,87,New,2018,39193,4,2,4,181
0,1,152,Used,2012,0,11,5,24,3
0,1,17,New,2018,36293,4,2,4,178
0,1,19,Used,2010,0,11,3,1,1
0,1,2,New,2018,38528,4,2,4,134
0,1,3,New,2018,38878,4,2,4,176
100,1,0,Used,2010,10995,7,2,18,2
0,1,12,New,2018,36128,4,2,4,162
0,1,55,New,2018,39028,5,3,10,169
0,1,3,New,2018,38693,5,3,10,159
0,1,19,New,2018,33028,4,2,4,121
0,1,9,New,2018,36378,4,2,4,148
0,1,83,Used,2014,24888,12,0,3,1
0,1,45,New,2018,33028,4,2,4,178
0,1,7,New,2018,35743,4,2,4,137
0,1,27,New,2018,35743,4,2,4,142
0,1,29,Used,2014,16995,10,3,4,1
0,1,49,New,2018,35578,4,1,10,131
0,1,25,New,2018,39378,5,3,10,73
0,1,51,New,2018,35678,6,2,13,64
0,1,45,New,2018,39543,6,2,20,101
100,1,0,Used,2003,6995,7,3,19,1
0,1,12,New,2018,39043,6,2,27,96
0,1,27,New,2018,30778,6,3,28,93
0,1,0,Used,2006,0,8,2,29,1
0,1,0,New,2018,39543,8,3,23,40
0,1,0,New,2018,28443,8,4,24,8
0,1,31,New,2018,40043,11,1,20,5
0,1,23,New,2018,33078,11,4,30,20
0,1,32,New,2018,39378,12,1,4,6
0,1,193,New,2018,22793,5,3,10,71
0,1,50,New,2018,22208,4,2,4,104
0,1,54,Used,2005,0,7,1,17,2
0,1,7,New,2018,23743,4,2,4,139
0,1,178,New,2018,23743,4,5,14,164
0,1,140,New,2018,23093,7,6,22,101
0,1,0,New,2018,23958,8,4,3,11
0,1,320,New,2018,23793,8,5,4,18
0,1,17,New,2018,22258,11,2,28,2
0,1,0,New,2018,66578,5,3,10,160
0,1,22,Used,2015,27995,6,1,26,1
100,1,0,New,2018,60178,6,0,4,144
0,1,0,New,2018,20533,9,2,26,2
0,1,1606,New,2019,37443,12,2,12,3
0,1,20,New,2019,20143,1,3,3,6
0,1,94,New,2019,45298,10,5,6,5
0,1,0,New,2019,42733,10,1,16,14
0,1,10,New,2019,45133,10,5,27,4
0,1,8,New,2019,45298,11,2,7,24
0,1,15,New,2019,45298,11,2,7,28
0,1,5,New,2019,45298,11,3,8,10
0,1,3,New,2019,39233,11,5,10,18
0,1,29,New,2019,43298,11,4,30,27
0,1,6,New,2019,45298,12,4,7,21
0,1,18,New,2019,39233,12,4,14,9
0,1,2,New,2019,43298,12,5,15,17
0,1,8,New,2019,43298,1,3,3,7
0,1,9,New,2019,45298,1,5,5,4
0,1,0,New,2019,45298,1,1,8,2
0,1,58,New,2019,43298,1,1,8,11
0,1,16,New,2019,30210,9,4,21,78
0,1,21,New,2019,30210,9,4,21,58
0,1,0,New,2019,29793,10,5,27,20
0,1,49,New,2019,29793,12,3,13,49
0,1,63,New,2019,29793,12,4,28,41
0,1,23,New,2019,28043,12,4,28,41
0,1,0,New,2019,36578,10,3,4,28
0,1,0,New,2019,37031,10,3,11,51
0,1,0,New,2019,28943,10,5,27,35
0,1,11,New,2019,35043,11,3,1,63
0,1,77,New,2019,29078,11,3,1,30
0,1,19,New,2019,31378,12,3,6,28
0,1,5,New,2019,31278,12,3,6,28
0,1,210,New,2019,39843,1,1,15,14
0,1,15,New,2019,36633,8,2,29,3
0,1,0,New,2019,38133,11,4,9,1
0,1,0,Used,2004,0,8,4,17,1
0,1,44,Used,2017,46793,4,2,4,80
0,1,22,Used,2013,0,7,5,7,0
0,1,12,Used,2018,25995,9,5,8,6
100,1,0,Used,1996,0,10,3,4,1
0,1,0,Used,2017,25995,10,4,5,5
0,1,962,Used,2019,30637,10,5,6,1
0,0,0,Used,2015,0,10,5,27,3
0,1,530,Used,2018,21995,11,5,17,3
